article,is_tk,is_han,name_id,is_engi
曹羲,TRUE,FALSE,曹羲,FALSE
朱治,TRUE,FALSE,朱治,FALSE
李カク_(後漢),TRUE,TRUE,李傕,FALSE
王允,TRUE,TRUE,王允,FALSE
甘寧,TRUE,FALSE,甘寧,FALSE
皇甫嵩,TRUE,TRUE,皇甫嵩,FALSE
程普,TRUE,FALSE,程普,FALSE
荀イク,TRUE,TRUE,荀彧,FALSE
華雄,TRUE,FALSE,華雄,FALSE
賈逵_(魏),TRUE,FALSE,賈逵,FALSE
関興,TRUE,FALSE,関興,FALSE
霊思何皇后,TRUE,FALSE,何皇后,FALSE
顔良,TRUE,FALSE,顔良,FALSE
馬超,TRUE,TRUE,馬超,FALSE
魏延,TRUE,FALSE,魏延,FALSE
黄忠,TRUE,FALSE,黄忠,FALSE
黄皓,TRUE,FALSE,黄皓,FALSE
黄蓋,TRUE,FALSE,黄蓋,FALSE
カイ良,TRUE,FALSE,蒯良,FALSE
カク昭,TRUE,FALSE,郝昭,FALSE
カン丘倹,TRUE,FALSE,毌丘倹,FALSE
カン沢,TRUE,FALSE,闞沢,FALSE
サク融,TRUE,TRUE,笮融,FALSE
ショウ周,TRUE,FALSE,譙周,FALSE
トウ忠,TRUE,FALSE,鄧忠,FALSE
トウ艾,TRUE,FALSE,鄧艾,FALSE
トウ芝,TRUE,FALSE,鄧芝,FALSE
ホウ会,TRUE,FALSE,龐会,FALSE
ホウ徳,TRUE,FALSE,龐徳,FALSE
万イク,TRUE,FALSE,万彧,FALSE
于吉,TRUE,FALSE,于吉,FALSE
于禁,TRUE,FALSE,于禁,FALSE
伊籍,TRUE,FALSE,伊籍,FALSE
伏完,TRUE,FALSE,伏完,FALSE
何儀,TRUE,FALSE,何儀,FALSE
侯成,TRUE,FALSE,侯成,FALSE
傅トウ,TRUE,FALSE,傅彤,FALSE
傅僉,TRUE,FALSE,傅僉,FALSE
傅巽,TRUE,FALSE,傅巽,FALSE
全ソウ,TRUE,FALSE,全琮,FALSE
全尚,TRUE,FALSE,全尚,FALSE
全懌,TRUE,FALSE,全懌,FALSE
全端,TRUE,FALSE,全端,FALSE
公孫サン,TRUE,TRUE,公孫瓚,FALSE
公孫康,TRUE,TRUE,公孫康,FALSE
公孫恭,TRUE,TRUE,公孫恭,FALSE
公孫淵,TRUE,FALSE,公孫淵,FALSE
公孫続,TRUE,FALSE,公孫続,FALSE
公孫越,TRUE,FALSE,公孫越,FALSE
典韋,TRUE,FALSE,典韋,FALSE
凌操,TRUE,TRUE,淩操,FALSE
凌統,TRUE,FALSE,淩統,FALSE
劉キ,TRUE,FALSE,劉琦,FALSE
劉シン,TRUE,FALSE,劉諶,FALSE
劉セン,TRUE,FALSE,劉璿,FALSE
劉ソウ,TRUE,FALSE,劉琮,FALSE
劉ヨウ_(揚州牧),TRUE,FALSE,劉繇,FALSE
劉勲,TRUE,FALSE,劉勲,FALSE
劉封,TRUE,FALSE,劉封,FALSE
劉巴,TRUE,FALSE,劉巴,FALSE
劉度,TRUE,FALSE,劉度,FALSE
劉循,TRUE,FALSE,劉循,FALSE
劉曄,TRUE,FALSE,劉曄,FALSE
劉永_(蜀漢),TRUE,FALSE,劉永,FALSE
劉焉,TRUE,TRUE,劉焉,FALSE
劉理,TRUE,FALSE,劉理,FALSE
劉虞,TRUE,TRUE,劉虞,FALSE
卓膺,TRUE,FALSE,卓膺,FALSE
厳シュン,TRUE,FALSE,厳畯,FALSE
厳虎,TRUE,TRUE,厳虎,FALSE
厳輿,TRUE,FALSE,厳輿,FALSE
厳顔,TRUE,FALSE,厳顔,FALSE
司馬チュウ,TRUE,FALSE,司馬伷,FALSE
司馬孚,TRUE,FALSE,司馬孚,FALSE
司馬徽,TRUE,FALSE,司馬徽,FALSE
司馬望,TRUE,FALSE,司馬望,FALSE
向寵,TRUE,FALSE,向寵,FALSE
向朗,TRUE,FALSE,向朗,FALSE
吾彦,TRUE,FALSE,吾彦,FALSE
吾粲,TRUE,FALSE,吾粲,FALSE
呂凱,TRUE,FALSE,呂凱,FALSE
呂岱,TRUE,TRUE,呂岱,FALSE
呂拠,TRUE,FALSE,呂拠,FALSE
呂翔,TRUE,FALSE,呂翔,FALSE
呂虔,TRUE,FALSE,呂虔,FALSE
呉巨,TRUE,FALSE,呉巨,FALSE
呉懿,TRUE,FALSE,呉懿,FALSE
呉班,TRUE,FALSE,呉班,FALSE
呉質,TRUE,FALSE,呉質,FALSE
周キン,TRUE,FALSE,周昕,FALSE
周魴,TRUE,FALSE,周魴,FALSE
士仁,TRUE,TRUE,士仁,FALSE
士匡,TRUE,TRUE,士匡,FALSE
士壱,TRUE,TRUE,士壱,FALSE
士孫瑞,TRUE,FALSE,士孫瑞,FALSE
士徽,TRUE,FALSE,士徽,FALSE
士燮_(交阯太守),TRUE,TRUE,士燮,FALSE
夏侯和,TRUE,FALSE,夏侯和,FALSE
夏侯威,TRUE,FALSE,夏侯威,FALSE
夏侯尚,TRUE,FALSE,夏侯尚,FALSE
夏侯恵,TRUE,FALSE,夏侯恵,FALSE
夏侯栄,TRUE,FALSE,夏侯栄,FALSE
夏侯楙,TRUE,FALSE,夏侯楙,FALSE
夏侯玄,TRUE,FALSE,夏侯玄,FALSE
夏侯称,TRUE,FALSE,夏侯称,FALSE
太史享,TRUE,FALSE,太史享,FALSE
太史慈,TRUE,TRUE,太史慈,FALSE
姜維,TRUE,FALSE,姜維,FALSE
孟獲,TRUE,FALSE,孟獲,FALSE
孟達,TRUE,FALSE,孟達,FALSE
孫チン,TRUE,FALSE,孫綝,FALSE
孫乾,TRUE,FALSE,孫乾,FALSE
孫匡,TRUE,FALSE,孫匡,FALSE
孫和,TRUE,FALSE,孫和,FALSE
孫峻,TRUE,FALSE,孫峻,FALSE
孫朗,TRUE,FALSE,孫朗,FALSE
孫桓,TRUE,FALSE,孫桓,FALSE
孫瑜,TRUE,FALSE,孫瑜,FALSE
孫礼,TRUE,FALSE,孫礼,FALSE
孫秀,TRUE,FALSE,孫秀,FALSE
孫翊,TRUE,FALSE,孫翊,FALSE
孫覇,TRUE,FALSE,孫覇,FALSE
孫静,TRUE,FALSE,孫静,FALSE
孫韶,TRUE,FALSE,孫韶,FALSE
宋憲,TRUE,FALSE,宋憲,FALSE
審配,TRUE,FALSE,審配,FALSE
尹黙,TRUE,FALSE,尹黙,FALSE
山濤,TRUE,FALSE,山濤,FALSE
崔エン,TRUE,FALSE,崔琰,FALSE
左慈,TRUE,TRUE,左慈,FALSE
廖化,TRUE,FALSE,廖化,FALSE
廖立,TRUE,FALSE,廖立,FALSE
張バク,TRUE,TRUE,張邈,FALSE
張任,TRUE,FALSE,張任,FALSE
張休,TRUE,FALSE,張休,FALSE
張勲_(後漢),TRUE,FALSE,張勲,FALSE
張南,TRUE,FALSE,張南,FALSE
張宝,TRUE,TRUE,張宝,FALSE
張嶷,TRUE,FALSE,張嶷,FALSE
張布,TRUE,FALSE,張布,FALSE
張悌,TRUE,FALSE,張悌,FALSE
張既,TRUE,FALSE,張既,FALSE
張昭,TRUE,FALSE,張昭,FALSE
張松,TRUE,FALSE,張松,FALSE
張楊,TRUE,TRUE,張楊,FALSE
張済_(後漢の武将),TRUE,TRUE,張済,FALSE
張温_(孫呉),TRUE,FALSE,張温,FALSE
張燕,TRUE,FALSE,張燕,FALSE
張紘,TRUE,FALSE,張紘,FALSE
張紹,TRUE,FALSE,張紹,FALSE
張緝,TRUE,FALSE,張緝,FALSE
張繍,TRUE,TRUE,張繍,FALSE
張苞,TRUE,FALSE,張苞,FALSE
張衛,TRUE,FALSE,張衛,FALSE
張譲,TRUE,TRUE,張譲,FALSE
張遵,TRUE,FALSE,張遵,FALSE
張遼,TRUE,FALSE,張遼,FALSE
張魯,TRUE,TRUE,張魯,FALSE
徐バク,TRUE,FALSE,徐邈,FALSE
徐晃,TRUE,FALSE,徐晃,FALSE
徐栄,TRUE,FALSE,徐栄,FALSE
徐盛,TRUE,FALSE,徐盛,FALSE
徐質,TRUE,FALSE,徐質,FALSE
戯志才,TRUE,FALSE,戯志才,FALSE
文欽,TRUE,FALSE,文欽,FALSE
文聘,TRUE,FALSE,文聘,FALSE
文鴦,TRUE,FALSE,文鴦,FALSE
曹彰,TRUE,FALSE,曹彰,FALSE
曹性,TRUE,FALSE,曹性,FALSE
曹昂,TRUE,FALSE,曹昂,FALSE
曹沖,TRUE,FALSE,曹沖,FALSE
曹洪,TRUE,FALSE,曹洪,FALSE
曹熊,TRUE,FALSE,曹熊,FALSE
曹純,TRUE,FALSE,曹純,FALSE
曹訓,TRUE,FALSE,曹訓,FALSE
曹豹,TRUE,FALSE,曹豹,FALSE
朱儁,TRUE,TRUE,朱儁,FALSE
朱拠,TRUE,FALSE,朱拠,FALSE
朱桓,TRUE,FALSE,朱桓,FALSE
朱然,TRUE,FALSE,朱然,FALSE
朱異,TRUE,FALSE,朱異,FALSE
朱霊,TRUE,FALSE,朱霊,FALSE
李典,TRUE,FALSE,李典,FALSE
李厳,TRUE,FALSE,李厳,FALSE
李封,TRUE,FALSE,李封,FALSE
李恢,TRUE,FALSE,李恢,FALSE
李粛_(騎都尉),TRUE,FALSE,李粛,FALSE
杜預,TRUE,FALSE,杜預,FALSE
桓範,TRUE,FALSE,桓範,FALSE
梁習,TRUE,FALSE,梁習,FALSE
楊修,TRUE,FALSE,楊修,FALSE
楊儀,TRUE,FALSE,楊儀,FALSE
楊奉,TRUE,FALSE,楊奉,FALSE
楊彪,TRUE,TRUE,楊彪,FALSE
楊昂,TRUE,FALSE,楊昂,FALSE
楊醜,TRUE,FALSE,楊醜,FALSE
楼玄,TRUE,FALSE,楼玄,FALSE
楽進,TRUE,FALSE,楽進,FALSE
樊建,TRUE,FALSE,樊建,FALSE
樊稠,TRUE,TRUE,樊稠,FALSE
橋瑁,TRUE,FALSE,橋瑁,FALSE
歩協,TRUE,FALSE,歩協,FALSE
歩闡,TRUE,FALSE,歩闡,FALSE
歩隲,TRUE,FALSE,歩騭,FALSE
毛カイ,TRUE,FALSE,毛玠,FALSE
沙摩柯,TRUE,FALSE,沙摩柯,FALSE
沮授,TRUE,FALSE,沮授,FALSE
沮鵠,TRUE,FALSE,沮鵠,FALSE
淳于瓊,TRUE,FALSE,淳于瓊,FALSE
満寵,TRUE,FALSE,満寵,FALSE
滕胤,TRUE,FALSE,滕胤,FALSE
潘濬,TRUE,TRUE,潘濬,FALSE
潘璋,TRUE,FALSE,潘璋,FALSE
濮陽興,TRUE,FALSE,濮陽興,FALSE
牛輔,TRUE,FALSE,牛輔,FALSE
牛金,TRUE,FALSE,牛金,FALSE
牽弘,TRUE,FALSE,牽弘,FALSE
牽招,TRUE,FALSE,牽招,FALSE
王伉,TRUE,FALSE,王伉,FALSE
王修,TRUE,FALSE,王修,FALSE
王凌,TRUE,FALSE,王凌,FALSE
王匡_(河内太守),TRUE,FALSE,王匡,FALSE
王双,TRUE,FALSE,王双,FALSE
王叡,TRUE,FALSE,王叡,FALSE
王基,TRUE,FALSE,王基,FALSE
王威,TRUE,FALSE,王威,FALSE
王平,TRUE,FALSE,王平,FALSE
王忠,TRUE,FALSE,王忠,FALSE
王昶_(曹魏),TRUE,FALSE,王昶,FALSE
王朗,TRUE,TRUE,王朗,FALSE
王渾,TRUE,FALSE,王渾,FALSE
王濬,TRUE,FALSE,王濬,FALSE
王甫,TRUE,FALSE,王甫,FALSE
王粛,TRUE,FALSE,王粛,FALSE
王粲,TRUE,FALSE,王粲,FALSE
王累,TRUE,FALSE,王累,FALSE
王経,TRUE,FALSE,王経,FALSE
王蕃,TRUE,FALSE,王蕃,FALSE
田疇,TRUE,FALSE,田疇,FALSE
田豊,TRUE,FALSE,田豊,FALSE
田豫,TRUE,FALSE,田豫,FALSE
留賛,TRUE,FALSE,留賛,FALSE
盧植,TRUE,TRUE,盧植,FALSE
石苞,TRUE,FALSE,石苞,FALSE
祖茂,TRUE,FALSE,祖茂,FALSE
禰衡,TRUE,FALSE,禰衡,FALSE
秦フク,TRUE,FALSE,秦宓,FALSE
程武,TRUE,FALSE,程武,FALSE
管寧,TRUE,FALSE,管寧,FALSE
管輅,TRUE,FALSE,管輅,FALSE
簡雍,TRUE,FALSE,簡雍,FALSE
糜竺,TRUE,FALSE,糜竺,FALSE
糜芳,TRUE,TRUE,糜芳,FALSE
紀霊,TRUE,FALSE,紀霊,FALSE
羅憲,TRUE,FALSE,羅憲,FALSE
羊コ,TRUE,FALSE,羊祜,FALSE
胡質,TRUE,FALSE,胡質,FALSE
胡車児,TRUE,FALSE,胡車児,FALSE
胡軫,TRUE,FALSE,胡軫,FALSE
臧覇,TRUE,TRUE,臧覇,FALSE
荀ギ,TRUE,FALSE,荀顗,FALSE
荀シン,TRUE,FALSE,荀諶,FALSE
荀勗,TRUE,FALSE,荀勗,FALSE
荀攸,TRUE,FALSE,荀攸,FALSE
華キン,TRUE,FALSE,華歆,FALSE
華佗,TRUE,FALSE,華佗,FALSE
華覈,TRUE,FALSE,華覈,FALSE
董允,TRUE,FALSE,董允,FALSE
董厥,TRUE,FALSE,董厥,FALSE
董和,TRUE,FALSE,董和,FALSE
董承,TRUE,TRUE,董承,FALSE
董旻,TRUE,FALSE,董旻,FALSE
董昭,TRUE,FALSE,董昭,FALSE
蒋エン,TRUE,FALSE,蒋琬,FALSE
蒋幹,TRUE,FALSE,蒋幹,FALSE
蒋欽,TRUE,FALSE,蒋欽,FALSE
蒋済,TRUE,FALSE,蒋済,FALSE
蔡ヨウ,TRUE,TRUE,蔡邕,FALSE
蔡瑁,TRUE,TRUE,蔡瑁,FALSE
薛瑩,TRUE,FALSE,薛瑩,FALSE
薛綜,TRUE,FALSE,薛綜,FALSE
薛蘭,TRUE,FALSE,薛蘭,FALSE
蘇飛,TRUE,FALSE,蘇飛,FALSE
虞シ,TRUE,FALSE,虞汜,FALSE
虞翻,TRUE,TRUE,虞翻,FALSE
衛カン,TRUE,FALSE,衛瓘,FALSE
袁尚,TRUE,TRUE,袁尚,FALSE
袁煕,TRUE,TRUE,袁煕,FALSE
袁胤,TRUE,FALSE,袁胤,FALSE
袁譚,TRUE,TRUE,袁譚,FALSE
袁遺,TRUE,FALSE,袁遺,FALSE
許チョ,TRUE,FALSE,許褚,FALSE
許劭,TRUE,TRUE,許劭,FALSE
許攸,TRUE,FALSE,許攸,FALSE
許靖,TRUE,FALSE,許靖,FALSE
諸葛均,TRUE,TRUE,諸葛均,FALSE
諸葛尚,TRUE,FALSE,諸葛尚,FALSE
諸葛瞻,TRUE,FALSE,諸葛瞻,FALSE
諸葛緒,TRUE,FALSE,諸葛緒,FALSE
謝旌,TRUE,FALSE,謝旌,FALSE
費イ,TRUE,FALSE,費禕,FALSE
費詩,TRUE,FALSE,費詩,FALSE
賀斉,TRUE,FALSE,賀斉,FALSE
賈ク,TRUE,FALSE,賈詡,FALSE
賈充,TRUE,FALSE,賈充,FALSE
趙広,TRUE,FALSE,趙広,FALSE
趙統,TRUE,FALSE,趙統,FALSE
車冑,TRUE,FALSE,車冑,FALSE
軻比能,TRUE,FALSE,軻比能,FALSE
辛ピ,TRUE,FALSE,辛毗,FALSE
辛評,TRUE,FALSE,辛評,FALSE
逢紀,TRUE,FALSE,逢紀,FALSE
郤正,TRUE,FALSE,郤正,FALSE
郭シ,TRUE,TRUE,郭汜,FALSE
郭図,TRUE,FALSE,郭図,FALSE
郭攸之,TRUE,FALSE,郭攸之,FALSE
郭淮,TRUE,FALSE,郭淮,FALSE
金旋,TRUE,FALSE,金旋,FALSE
鍾ヨウ,TRUE,FALSE,鍾繇,FALSE
鍾会,TRUE,FALSE,鍾会,FALSE
鍾離牧,TRUE,FALSE,鍾離牧,FALSE
関彝,TRUE,FALSE,関彝,FALSE
関統,TRUE,FALSE,関統,FALSE
関靖,TRUE,FALSE,関靖,FALSE
閻宇,TRUE,FALSE,閻宇,FALSE
閻柔,TRUE,FALSE,閻柔,FALSE
陳到,TRUE,FALSE,陳到,FALSE
陳式,TRUE,FALSE,陳式,FALSE
陳武,TRUE,FALSE,陳武,FALSE
陳泰,TRUE,FALSE,陳泰,FALSE
陳珪,TRUE,FALSE,陳珪,FALSE
陳琳,TRUE,FALSE,陳琳,FALSE
陳登,TRUE,FALSE,陳登,FALSE
陳矯,TRUE,FALSE,陳矯,FALSE
陳羣,TRUE,FALSE,陳羣,FALSE
陳蘭,TRUE,FALSE,陳蘭,FALSE
陳表,TRUE,FALSE,陳表,FALSE
陳震,TRUE,FALSE,陳震,FALSE
陳騫,TRUE,FALSE,陳騫,FALSE
陶謙,TRUE,TRUE,陶謙,FALSE
陸凱,TRUE,FALSE,陸凱,FALSE
陸抗,TRUE,FALSE,陸抗,FALSE
陸景,TRUE,FALSE,陸景,FALSE
陸績,TRUE,FALSE,陸績,FALSE
雷薄,TRUE,FALSE,雷薄,FALSE
霍峻,TRUE,FALSE,霍峻,FALSE
霍弋,TRUE,FALSE,霍弋,FALSE
韋昭,TRUE,FALSE,韋昭,FALSE
韓嵩,TRUE,FALSE,韓嵩,FALSE
韓当,TRUE,FALSE,韓当,FALSE
韓暹,TRUE,TRUE,韓暹,FALSE
韓浩,TRUE,FALSE,韓浩,FALSE
韓玄,TRUE,FALSE,韓玄,FALSE
韓遂,TRUE,TRUE,韓遂,FALSE
韓馥,TRUE,TRUE,韓馥,FALSE
顧譚,TRUE,FALSE,顧譚,FALSE
顧雍,TRUE,FALSE,顧雍,FALSE
馬岱,TRUE,FALSE,馬岱,FALSE
馬鈞,TRUE,FALSE,馬鈞,FALSE
馬騰,TRUE,TRUE,馬騰,FALSE
馮習,TRUE,FALSE,馮習,FALSE
駱統,TRUE,FALSE,駱統,FALSE
高幹,TRUE,TRUE,高幹,FALSE
高翔,TRUE,FALSE,高翔,FALSE
高覧,TRUE,FALSE,高覧,FALSE
高順,TRUE,FALSE,高順,FALSE
魏攸,TRUE,FALSE,魏攸,FALSE
魏続,TRUE,FALSE,魏続,FALSE
魯淑,TRUE,FALSE,魯淑,FALSE
鮑信,TRUE,FALSE,鮑信,FALSE
麹義,TRUE,FALSE,麴義,FALSE
黄崇,TRUE,FALSE,黄崇,FALSE
黄権,TRUE,FALSE,黄権,FALSE
黄祖,TRUE,FALSE,黄祖,FALSE
トウ頓,TRUE,FALSE,蹋頓,FALSE
孔チュウ,TRUE,FALSE,孔伷,FALSE
李術,TRUE,FALSE,李術,FALSE
桓嘉,TRUE,FALSE,桓嘉,FALSE
泄帰泥,TRUE,FALSE,泄帰泥,FALSE
趙忠,TRUE,TRUE,趙忠,FALSE
閻行,TRUE,FALSE,閻行,FALSE
魏越,TRUE,FALSE,魏越,FALSE
傅幹,TRUE,FALSE,傅幹,FALSE
周邵,TRUE,FALSE,周邵,FALSE
夏侯蘭,TRUE,FALSE,夏侯蘭,FALSE
李異,TRUE,FALSE,李異,FALSE
李豊_(蜀漢),TRUE,FALSE,李豊,FALSE
董重,TRUE,TRUE,董重,FALSE
蒋壱,TRUE,FALSE,蒋壱,FALSE
蔡陽,TRUE,FALSE,蔡陽,FALSE
費観,TRUE,FALSE,費観,FALSE
応劭,TRUE,TRUE,応劭,FALSE
楊原,TRUE,FALSE,楊原,FALSE
王沈,TRUE,FALSE,王沈,FALSE
荀悦,TRUE,TRUE,荀悦,FALSE
趙娥,TRUE,FALSE,趙娥,FALSE
丁封,TRUE,FALSE,丁封,FALSE
楊欣,TRUE,FALSE,楊欣,FALSE
胡綜,TRUE,FALSE,胡綜,FALSE
陶濬,TRUE,FALSE,陶濬,FALSE
黄元,TRUE,FALSE,黄元,FALSE
王祥,TRUE,FALSE,王祥,FALSE
蹇碩,TRUE,TRUE,蹇碩,FALSE
孫賁,TRUE,FALSE,孫賁,FALSE
孫輔,TRUE,FALSE,孫輔,FALSE
張英_(後漢),TRUE,FALSE,張英,FALSE
王異,TRUE,FALSE,王異,FALSE
呂氏,TRUE,FALSE,呂氏,FALSE
秦松,TRUE,FALSE,秦松,FALSE
胡沖,TRUE,FALSE,胡沖,FALSE
蔡夫人,TRUE,FALSE,蔡夫人,FALSE
丁夫人,TRUE,FALSE,丁夫人,FALSE
劉夫人,TRUE,FALSE,劉夫人,FALSE
句安,TRUE,FALSE,句安,FALSE
曹上,TRUE,FALSE,曹上,FALSE
曹乗,TRUE,FALSE,曹乗,FALSE
曹京,TRUE,FALSE,曹京,FALSE
曹儼,TRUE,FALSE,曹儼,FALSE
曹均,TRUE,FALSE,曹均,FALSE
曹壹,TRUE,FALSE,曹壹,FALSE
曹峻,TRUE,FALSE,曹峻,FALSE
曹幹,TRUE,FALSE,曹幹,FALSE
曹徽,TRUE,FALSE,曹徽,FALSE
曹敏,TRUE,FALSE,曹敏,FALSE
曹整,TRUE,FALSE,曹整,FALSE
曹棘,TRUE,FALSE,曹棘,FALSE
曹礼,TRUE,FALSE,曹礼,FALSE
曹茂,TRUE,FALSE,曹茂,FALSE
曹貢,TRUE,FALSE,曹貢,FALSE
曹賛,TRUE,FALSE,曹賛,FALSE
胡奮,TRUE,FALSE,胡奮,FALSE
胡淵,TRUE,FALSE,胡淵,FALSE
脂習,TRUE,FALSE,脂習,FALSE
董扶,TRUE,FALSE,董扶,FALSE
賈龍,TRUE,FALSE,賈龍,FALSE
孫弘,TRUE,FALSE,孫弘,FALSE
張猛_(武威太守),TRUE,FALSE,張猛,FALSE
徐奕,TRUE,FALSE,徐奕,FALSE
徐宣_(曹魏),TRUE,FALSE,徐宣,FALSE
文虎,TRUE,FALSE,文虎,FALSE
申儀,TRUE,FALSE,申儀,FALSE
谷利,TRUE,FALSE,谷利,FALSE
辺譲,TRUE,TRUE,辺譲,FALSE
鄭泰,TRUE,FALSE,鄭泰,FALSE
韓曁,TRUE,FALSE,韓曁,FALSE
馬隆,TRUE,FALSE,馬隆,FALSE
劉劭_(曹魏),TRUE,FALSE,劉劭,FALSE
孫魯班,TRUE,FALSE,孫魯班,FALSE
張承_(孫呉),TRUE,FALSE,張承,FALSE
張承_(後漢),TRUE,FALSE,張承,FALSE
蘇武,FALSE,TRUE,蘇武,FALSE
陸康,FALSE,TRUE,陸康,FALSE
周勃,FALSE,TRUE,周勃,FALSE
于匡,FALSE,TRUE,于匡,FALSE
五鹿充宗,FALSE,TRUE,五鹿充宗,FALSE
伏湛,FALSE,TRUE,伏湛,FALSE
伏隆,FALSE,TRUE,伏隆,FALSE
侯覇,FALSE,TRUE,侯覇,FALSE
侯進,FALSE,TRUE,侯進,FALSE
傅介子,FALSE,TRUE,傅介子,FALSE
公孫弘,FALSE,TRUE,公孫弘,FALSE
劉恭_(式侯),FALSE,TRUE,劉恭,FALSE
劉敬,FALSE,TRUE,劉敬,FALSE
匡衡,FALSE,TRUE,匡衡,FALSE
史高,FALSE,TRUE,史高,FALSE
呂寛,FALSE,TRUE,呂寛,FALSE
周苛,FALSE,TRUE,周苛,FALSE
唐尊,FALSE,TRUE,唐尊,FALSE
孔光,FALSE,TRUE,孔光,FALSE
孫建,FALSE,TRUE,孫建,FALSE
審食其,FALSE,TRUE,審食其,FALSE
常恵,FALSE,TRUE,常恵,FALSE
平当,FALSE,TRUE,平当,FALSE
平晏,FALSE,TRUE,平晏,FALSE
廉褒,FALSE,TRUE,廉褒,FALSE
張蒼,FALSE,TRUE,張蒼,FALSE
張賀,FALSE,TRUE,張賀,FALSE
張邯,FALSE,TRUE,張邯,FALSE
暴勝之,FALSE,TRUE,暴勝之,FALSE
杜延年,FALSE,TRUE,杜延年,FALSE
梁丘賀,FALSE,TRUE,梁丘賀,FALSE
梅福,FALSE,TRUE,梅福,FALSE
樊宏,FALSE,TRUE,樊宏,FALSE
淳于長,FALSE,TRUE,淳于長,FALSE
王巡,FALSE,TRUE,王巡,FALSE
王況_(将軍),FALSE,TRUE,王況,FALSE
王陵,FALSE,TRUE,王陵,FALSE
甄邯,FALSE,TRUE,甄邯,FALSE
甘延寿,FALSE,TRUE,甘延寿,FALSE
石顕,FALSE,TRUE,石顕,FALSE
臧荼,FALSE,TRUE,臧荼,FALSE
董忠_(新),FALSE,TRUE,董忠,FALSE
蓋寛饒,FALSE,TRUE,蓋寛饒,FALSE
貢禹,FALSE,TRUE,貢禹,FALSE
趙広漢,FALSE,TRUE,趙広漢,FALSE
鄭吉,FALSE,TRUE,鄭吉,FALSE
陳湯,FALSE,TRUE,陳湯,FALSE
馮野王,FALSE,TRUE,馮野王,FALSE
周旌,FALSE,TRUE,周旌,FALSE
王芬,FALSE,TRUE,王芬,FALSE
董擢,FALSE,TRUE,董擢,FALSE
韓増,FALSE,TRUE,韓増,FALSE
張安世,FALSE,TRUE,張安世,FALSE
丙吉,FALSE,TRUE,丙吉,FALSE
寇恂,FALSE,TRUE,寇恂,FALSE
曹節_(宦官),FALSE,TRUE,曹節,FALSE
魏勃,FALSE,TRUE,魏勃,FALSE
劉キン_(学者),FALSE,TRUE,劉歆,FALSE
張陵,FALSE,TRUE,張陵,FALSE
張騫,FALSE,TRUE,張騫,FALSE
許慎,FALSE,TRUE,許慎,FALSE
馬融,FALSE,TRUE,馬融,FALSE
張機,FALSE,TRUE,張機,FALSE
竇武,FALSE,TRUE,竇武,FALSE
安世高,FALSE,TRUE,安世高,FALSE
曹鼎,FALSE,TRUE,曹鼎,FALSE
シツ都,FALSE,TRUE,郅都,FALSE
伊稚斜単于,FALSE,TRUE,伊稚斜単于,FALSE
公孫述,FALSE,TRUE,公孫述,FALSE
季布,FALSE,TRUE,季布,FALSE
張超,FALSE,TRUE,張超,FALSE
張辟彊,FALSE,TRUE,張辟彊,FALSE
楊震,FALSE,TRUE,楊震,FALSE
甘英,FALSE,TRUE,甘英,FALSE
老上単于,FALSE,TRUE,老上単于,FALSE
衛青,FALSE,TRUE,衛青,FALSE
軍臣単于,FALSE,TRUE,軍臣単于,FALSE
劉豹_(匈奴),FALSE,TRUE,劉豹,FALSE
劉貞,FALSE,TRUE,劉貞,FALSE
夏侯嬰,FALSE,TRUE,夏侯嬰,FALSE
東方朔,FALSE,TRUE,東方朔,FALSE
袁逢,FALSE,TRUE,袁逢,FALSE
班ショウヨ,FALSE,TRUE,班倢伃,FALSE
羌渠,FALSE,TRUE,羌渠,FALSE
陸賈,FALSE,TRUE,陸賈,FALSE
トウ禹,FALSE,TRUE,鄧禹,FALSE
ヒトウ,FALSE,TRUE,邳彤,FALSE
万修,FALSE,TRUE,万修,FALSE
任光,FALSE,TRUE,任光,FALSE
劉隆,FALSE,TRUE,劉隆,FALSE
張倹_(後漢),FALSE,TRUE,張倹,FALSE
扶羅韓,FALSE,TRUE,扶羅韓,FALSE
揚雄,FALSE,TRUE,揚雄,FALSE
李忠_(漢),FALSE,TRUE,李忠,FALSE
王充,FALSE,TRUE,王充,FALSE
王覇,FALSE,TRUE,王霸,FALSE
路博徳,FALSE,TRUE,路博徳,FALSE
陳俊,FALSE,TRUE,陳俊,FALSE
陳蕃,FALSE,TRUE,陳蕃,FALSE
馬成,FALSE,TRUE,馬成,FALSE
馮異,FALSE,TRUE,馮異,FALSE
騫曼,FALSE,TRUE,騫曼,FALSE
魁頭,FALSE,TRUE,魁頭,FALSE
レキ商,FALSE,TRUE,酈商,FALSE
其至ケン,FALSE,TRUE,其至鞬,FALSE
呉漢,FALSE,TRUE,呉漢,FALSE
岑彭,FALSE,TRUE,岑彭,FALSE
朱コ,FALSE,TRUE,朱祜,FALSE
灌嬰,FALSE,TRUE,灌嬰,FALSE
申公,FALSE,TRUE,申公,FALSE
祭遵,FALSE,TRUE,祭遵,FALSE
耿エン,FALSE,TRUE,耿弇,FALSE
耿純,FALSE,TRUE,耿純,FALSE
臧宮,FALSE,TRUE,臧宮,FALSE
蓋延,FALSE,TRUE,蓋延,FALSE
韓嫣,FALSE,TRUE,韓嫣,FALSE
